"borough","document_id","doc_type","doc_amount","doc_date","recorded / filed","properties","borrowers","lenders"
1,"2018031400496007","AL&R",42000000,"2018-03-05 00:00:00","2018-03-15 00:00:00","{""137 WEST 145 STREET , MANHATTAN"",""141 WEST 145 STREET , MANHATTAN"",""145 WEST 145 STREET , MANHATTAN"",""609 WEST 135 STREET , MANHATTAN"",""611 WEST 135 STREET , MANHATTAN"",""615 WEST 135 STREET , MANHATTAN"",""617 WEST 135 STREET , MANHATTAN"",""619 WEST 135 STREET , MANHATTAN""}","{""137-145 WEST 145 STREET LLC 199 LEE AVENUE, SUITE 215  US BROOKLYN NY 11211"",""609-619 WEST 135 STREET LLC 199 LEE AVENUE, SUITE 215  US BROOKLYN NY 11211""}","{""BENEFIT STREET PARTNERS REALTY OPERATING PARTNERSH 142 WEST 57TH, SUITE 1201  US NEW YORK NY 10019""}"
1,"2018031400496006","AGMT",42000000,"2018-03-05 00:00:00","2018-03-15 00:00:00","{""137 WEST 145 STREET , MANHATTAN"",""141 WEST 145 STREET , MANHATTAN"",""145 WEST 145 STREET , MANHATTAN"",""609 WEST 135 STREET , MANHATTAN"",""611 WEST 135 STREET , MANHATTAN"",""615 WEST 135 STREET , MANHATTAN"",""617 WEST 135 STREET , MANHATTAN"",""619 WEST 135 STREET , MANHATTAN""}","{""137-145 WEST 145 STREET LLC 199 LEE AVENUE, SUITE 215  US BROOKLYN NY 11211"",""609-619 WEST 135 STREET LLC 199 LEE AVENUE, SUITE 215  US BROOKLYN NY 11211""}","{""BENEFIT STREET PARTNERS REALTY OPERATING PARTNERSH 142 WEST 57TH, SUITE 1201  US NEW YORK NY 10019""}"
1,"2018030100233006","SPRD",41000000,"2018-02-27 00:00:00","2018-03-02 00:00:00","{""1293-1295 THIRD AVENUE , MANHATTAN"",""1297 THIRD AVENUE , MANHATTAN"",""1299 THIRD AVENUE , MANHATTAN"",""204 EAST 75TH STREET , MANHATTAN""}","{""1293 THIRD AVENUE LLC C/O:. PREMIER EQUITIES 150 EAST 58TH STREET, 23RD FLOOR US NEW YORK NY 10155"",""204 EAST 75TH TP LLC C/O:. PREMIER EQUITIES 150 EAST 58TH STREET, 23RD FLOOR US NEW YORK NY 10155"",""PREMIER THIRD AVENUE DE LLC C/O:. PREMIER EQUITIES 150 EAST 58TH STREET, 23RD FLOOR US NEW YORK NY 10155""}","{""RCG LV DEBT V REIT, LP 7 PENN PLAZA, SUITE 1400  US NEW YORK NY 10001""}"
1,"2018031900139020","AGMT",41000000,"2018-03-13 00:00:00","2018-03-22 00:00:00","{""31 PRINCE STREET , MANHATTAN"",""46 PRINCE STREET , MANHATTAN"",""48 SPRING STREET , MANHATTAN""}","{""31 PRINCE STREET, LLC 199 LAFAYETTE STREET, 5TH FLOOR  US NEW YORK NY 10012"",""WAH KOK REALTY CORP. 199 LAFAYETTE STREET, 5TH FLOOR  US NEW YORK NY 10012""}","{""ARGENTIC REAL ESTATE FINANCE LLC 40 WEST 57TH STREET, 29TH FLOOR  US NEW YORK NY 10019""}"
1,"2018031900139021","AL&R",41000000,"2018-03-13 00:00:00","2018-03-22 00:00:00","{""31 PRINCE STREET , MANHATTAN"",""46 PRINCE STREET , MANHATTAN"",""48 SPRING STREET , MANHATTAN""}","{""31 PRINCE STREET, LLC C/O VERACITY REAL ESTATE 199 LAFAYETTE STREET, 5TH FLOOR US NEW YORK NY 10012"",""WAH KOK REALTY CORP. C/O VERACITY REAL ESTATE 199 LAFAYETTE STREET, 5TH FLOOR US NEW YORK NY 10012""}","{""ARGENTIC REAL ESTATE FINANCE LLC 40 WEST 57TH STREET, 29TH FLOOR  US NEW YORK NY 10019""}"
1,"2018022600333007","AL&R",40800000,"2018-02-16 00:00:00","2018-03-19 00:00:00","{""306 EAST 61ST STREET , MANHATTAN""}","{""306 EAST OWNER LLC 216 EAST 45TH STREET, SUITE 1200  US NEW YORK NY 10017""}","{""SM FINANCE II LLC C/O SQUARE MILE CAPITAL MANAGEMENT LLC 350 PARK AVENUE, 15TH FLOOR US NEW YORK NY 10022""}"
1,"2018022700386002","AGMT",40000000,"2018-02-23 00:00:00","2018-03-06 00:00:00","{""57-63 GREENE STREET 1, MANHATTAN""}","{""57-63 GREENE REALTY LLC 1151 BROADWAY C/O PREMIER EQUITIES, SUITE 2S US NEW YORK NY 10001""}","{""57-63 GREENE STREET LENDER LLC 7 PENN PLAZA SUITE 1400 US NEW YORK NY 10001""}"
1,"2018022700386003","AL&R",40000000,"2018-02-23 00:00:00","2018-03-06 00:00:00","{""57-63 GREENE STREET 1, MANHATTAN""}","{""57-63 GREENE REALTY LLC 1151 BROADWAY C/O PREMIER EQUITIES, SUITE 2S US NEW YORK NY 10001""}","{""57-63 GREENE STREET LENDER LLC 7 PENN PLAZA SUITE 1400 US NEW YORK NY 10001""}"
1,"2018031300179008","AL&R",39000000,"2018-03-07 00:00:00","2018-03-14 00:00:00","{""137 EAST 44TH STREET , MANHATTAN"",""687 LEXINGTON AVENUE , MANHATTAN""}","{""HOTEL GRAND CENTRAL LLC C/O FITZPATRICK HOTEL 687 LEXINGTON AVENUE US NEW YORK NY 10022"",""JOLLY TINKER INC C/O FITZPATRICK HOTEL 687 LEXINGTON AVENUE US NEW YORK NY 10022""}","{""GOVERNOR AND COMPANY OF THE BANK OF IRELAND (THE) 40 MESPIL ROAD, DUBLIN, IRELAND 4 AND 680 WASHINGTON BOULEVARD US STAMFORD CT 06901""}"
1,"2018031300179006","AGMT",39000000,"2018-03-07 00:00:00","2018-03-14 00:00:00","{""137 EAST 44TH STREET , MANHATTAN"",""687 LEXINGTON AVENUE , MANHATTAN""}","{""HOTEL GRAND CENTRAL LLC C/O FITZPATRICK HOTEL 687 LEXINGTON AVENUE US NEW YORK NY 10022"",""JOLLY TINKER INC C/O FITZPATRICK HOTEL 687 LEXINGTON AVENUE US NEW YORK NY 10022""}","{""GOVERNOR AND COMPANY OF THE BANK OF IRELAND (THE) 40 MESPIL ROAD, DUBLIN, IRELAND 4 AND 680 WASHINGTON BOULEVARD US STAMFORD CT 06901""}"
1,"2018032600045003","AL&R",34500000,"2018-03-20 00:00:00","2018-03-27 00:00:00","{""416 WEST 52ND STREET 306, MANHATTAN"",""416 WEST 52ND STREET 312, MANHATTAN"",""416 WEST 52ND STREET 313, MANHATTAN"",""416 WEST 52ND STREET 319, MANHATTAN"",""416 WEST 52ND STREET 406, MANHATTAN"",""416 WEST 52ND STREET 506, MANHATTAN"",""416 WEST 52ND STREET 512, MANHATTAN"",""416 WEST 52ND STREET 513, MANHATTAN"",""416 WEST 52ND STREET 515, MANHATTAN"",""416 WEST 52ND STREET 519, MANHATTAN"",""416 WEST 52ND STREET 605, MANHATTAN"",""416 WEST 52ND STREET 612, MANHATTAN"",""416 WEST 52ND STREET 613, MANHATTAN"",""416 WEST 52ND STREET 619, MANHATTAN"",""416 WEST 52ND STREET 621, MANHATTAN"",""416 WEST 52ND STREET 623, MANHATTAN"",""416 WEST 52ND STREET 705, MANHATTAN"",""416 WEST 52ND STREET 708, MANHATTAN"",""416 WEST 52ND STREET 712, MANHATTAN"",""416 WEST 52ND STREET 713, MANHATTAN"",""416 WEST 52ND STREET 725, MANHATTAN"",""416 WEST 52ND STREET PH717, MANHATTAN"",""416 WEST 52ND STREET PH720, MANHATTAN"",""416 WEST 52ND STREET PH825, MANHATTAN"",""416 WEST 52ND STREET TH212, MANHATTAN"",""416 WEST 52ND STREET TH213, MANHATTAN"",""416 WEST 52ND STREET TH219, MANHATTAN"",""416 WEST 52ND STREET TH220, MANHATTAN"",""416 WEST 52ND STREET TH221, MANHATTAN"",""416 WEST 52ND STREET TH226, MANHATTAN"",""416 WEST 52ND STREET TH323, MANHATTAN""}","{""GAIA 416 WEST 52ND STREET (OWNER), LLC CARNEGIE HALL TOWER 152 WEST STREET, 17TH FLOOR US NEW YORK NY 10019""}","{""FIRST REPUBLIC BANK 111 PINE STREET  US SAN FRANCISCO CA 94111""}"
1,"2018032600045002","AGMT",34500000,"2018-03-20 00:00:00","2018-03-27 00:00:00","{""416 WEST 52ND STREET 306, MANHATTAN"",""416 WEST 52ND STREET 312, MANHATTAN"",""416 WEST 52ND STREET 313, MANHATTAN"",""416 WEST 52ND STREET 319, MANHATTAN"",""416 WEST 52ND STREET 406, MANHATTAN"",""416 WEST 52ND STREET 506, MANHATTAN"",""416 WEST 52ND STREET 512, MANHATTAN"",""416 WEST 52ND STREET 513, MANHATTAN"",""416 WEST 52ND STREET 515, MANHATTAN"",""416 WEST 52ND STREET 519, MANHATTAN"",""416 WEST 52ND STREET 605, MANHATTAN"",""416 WEST 52ND STREET 612, MANHATTAN"",""416 WEST 52ND STREET 613, MANHATTAN"",""416 WEST 52ND STREET 619, MANHATTAN"",""416 WEST 52ND STREET 621, MANHATTAN"",""416 WEST 52ND STREET 623, MANHATTAN"",""416 WEST 52ND STREET 705, MANHATTAN"",""416 WEST 52ND STREET 708, MANHATTAN"",""416 WEST 52ND STREET 712, MANHATTAN"",""416 WEST 52ND STREET 713, MANHATTAN"",""416 WEST 52ND STREET 725, MANHATTAN"",""416 WEST 52ND STREET PH717, MANHATTAN"",""416 WEST 52ND STREET PH720, MANHATTAN"",""416 WEST 52ND STREET PH825, MANHATTAN"",""416 WEST 52ND STREET TH212, MANHATTAN"",""416 WEST 52ND STREET TH213, MANHATTAN"",""416 WEST 52ND STREET TH219, MANHATTAN"",""416 WEST 52ND STREET TH220, MANHATTAN"",""416 WEST 52ND STREET TH221, MANHATTAN"",""416 WEST 52ND STREET TH226, MANHATTAN"",""416 WEST 52ND STREET TH323, MANHATTAN""}","{""GAIA 416 WEST 52ND STREET (OWNER), LLC CARNEGIE HALL TOWER 152 WEST STREET, 17TH FLOOR US NEW YORK NY 10019""}","{""FIRST REPUBLIC BANK 111 PINE STREET  US SAN FRANCISCO CA 94111""}"
1,"2018031401159001","MTGE",33350000,"2018-03-09 00:00:00","2018-03-16 00:00:00","{""NAN NORTH LOOP ROAD , MANHATTAN""}","{""GRADUATE ROOSEVELT ISLAND LESSEE LLC 133 NORTH JEFFERSON STREET, 4TH FLOOR  US CHICAGO IL 60661"",""GRADUATE ROOSEVELT ISLAND OWNER LLC 133 NORTH JEFFERSON STREET, 4TH FLOOR  US CHICAGO IL 60661""}","{""EMIGRANT BANK 5 E. 42ND STREET  US NEW YORK NY 10017""}"
1,"2018030601348008","AGMT",31500000,"2018-03-02 00:00:00","2018-03-07 00:00:00","{""173-175 SPRING STREET , MANHATTAN"",""604-614 WEST 46TH STREET , MANHATTAN"",""616-620 WEST 46TH STREET , MANHATTAN""}","{""175 SPRING STREET LLC 617 ELEVENTH AVENUE  US NEW YORK NY 10036"",""610 WEST 46TH STREET LLC 617 ELEVENTH AVENUE  US NEW YORK NY 10036"",""616-620 WEST 46TH STREET LLC 617 ELEVENTH AVENUE  US NEW YORK NY 10036""}","{""W FINANCIAL FUND, LP 60 CUTTERMILL ROAD, SUITE 601  US GREAT NECK NY 11021""}"
2,"2018031300612004","AL&R",68500000,"2018-03-12 00:00:00","2018-03-23 00:00:00","{""815 HUTCHINSON RVR PKWY 2, BRONX""}","{""MD HUTCH OWNERS LLC 1250 WATERS PLACE  US BRONX NY 10461""}","{""NATIXIS REAL ESTATE CAPITAL LLC 1251 AVENUE OF THE AMERICAS  US NEW YORK NY 10020""}"
2,"2018031300612003","MTGE",68500000,"2018-03-12 00:00:00","2018-03-23 00:00:00","{""815 HUTCHINSON RVR PKWY 2, BRONX""}","{""MD HUTCH OWNERS LLC 1250 WATERS PLACE  US BRONX NY 10461""}","{""NATIXIS REAL ESTATE CAPITAL LLC 1251 AVENUE OF THE AMERICAS  US NEW YORK NY 10020""}"
2,"2018031900990002","MTGE",50000000,"2018-03-15 00:00:00","2018-03-30 00:00:00","{""2 ST ANNS AVENUE , BRONX"",""NAN EAST 132 STREET , BRONX""}","{""FRESH PROPERTY BRONX, LLC C/O FRESH DIRECT, LLC 23-30  BORDEN AVENUE US LOND ISLAND NY 11101""}","{""STERLING NATIONAL BANK 400 RELLA BOULEVARD, P.O.BOX 600 US MONTEBELLO NY 10901""}"
2,"2018031900990001","AGMT",45000000,"2018-03-15 00:00:00","2018-03-30 00:00:00","{""2 ST ANNS AVENUE , BRONX"",""NAN EAST 132 STREET , BRONX""}","{""FRESH PROPERTY BRONX, LLC C/O FRESH DIRECT, LLC 23-30  BORDEN AVENUE US LOND ISLAND NY 11101""}","{""STERLING NATIONAL BANK 400 RELLA BOULEVARD, P.O.BOX 600 US MONTEBELLO NY 10901""}"
2,"2018030400014018","MTGE",38150901,"2018-02-23 00:00:00","2018-03-08 00:00:00","{""1734 TOWNSEND AVENUE , BRONX"",""1735 TOWNSEND AVENUE , BRONX"",""1789 DAVIDSON AVENUE , BRONX"",""1800 DAVIDSON AVENUE , BRONX"",""1815 DAVIDSON AVENUE , BRONX"",""1821 DAVIDSON AVENUE , BRONX"",""1822 DAVIDSON AVENUE , BRONX"",""1985 CRESTON AVENUE , BRONX"",""1995 CRESTON AVENUE , BRONX"",""2038 MORRIS AVENUE , BRONX"",""2042 MORRIS AVENUE , BRONX"",""2474 MARION AVENUE , BRONX"",""264 ECHO PLACE , BRONX""}","{""MOUNT HOPE PRESERVATION APARTMENTS 1A HDFC, INC. C/O MOUNT HOPE HOUSING COMPANY, INC. 2003 WALTON AVENUE US BRONX NY 10453"",""MOUNT HOPE PRESERVATION APARTMENTS LLC C/O NOTIAS DEVELOPMENT LLC 29-10 120TH STREET US FLUSHING NY 11354""}","{""NEW YORK CITY HOUSING DEVELOPMENT CORPORATION 110 WILLIAM STREET, 10TH FLOOR  US NEW YORK NY 10038""}"
2,"2018031401030005","AGMT",27800000,"2018-03-02 00:00:00","2018-03-15 00:00:00","{""1070 OGDEN AVENUE , BRONX""}","{""KABALA MGMT LLC 40 POOL DRIVE  US ROSLYN NY 11577"",""MERABI LLC 40 POOL DRIVE  US ROSLYN NY 11577""}","{""ORITANI FINANCE COMPANY C/O ORITANI BANK 370 PASCACK ROAD US TOWNSHIP OF WASHINGTON NJ 07676""}"
2,"2018030900658001","MTGE",26500000,"2018-03-05 00:00:00","2018-03-15 00:00:00","{""1410 STORY AVENUE , BRONX"",""801 COLGATE AVE , BRONX""}","{""BR-2012 REALTY LLC 49-12 31ST PLACE  US LONG ISLAND CITY NY 11101"",""NEW YORK CITY INDUSTRIAL DEVELOPMENT AGENCY 110 WILLIAM STREET  US NEW YORK NY 10038""}","{""FLUSHING BANK 225 PARK AVENUE SOUTH 2ND FLOOR US NEW YORK NY 10003""}"
2,"2018030900658002","AL&R",26500000,"2018-03-05 00:00:00","2018-03-15 00:00:00","{""1410 STORY AVENUE , BRONX"",""801 COLGATE AVE , BRONX""}","{""BR-2012 REALTY LLC 49-12 31ST PLACE  US LONG ISLAND CITY NY 11101""}","{""FLUSHING BANK 225 PARK AVENUE SOUTH 2ND FLOOR US NEW YORK NY 10003""}"
2,"2018013000995001","AGMT",25000000,"2018-01-09 00:00:00","2018-03-05 00:00:00","{""925 HUNTS POINT AVENUE , BRONX""}","{""BDG SUFKA, LLC C/O BLUMENFELD DEVELOPMENT GROUP LTD. 300 ROBBINS LANE US SYOSSET NY 11791""}","{""VNB NEW YORK, LLC ONE PENN PLAZA 29TH FLOOR US NEW YORK NY 10119""}"
2,"2018032701220003","AGMT",22240000,"2018-03-27 00:00:00","2018-03-30 00:00:00","{""2973 INDEPENDENCE AVENUE , BRONX""}","{""2995 INDEPENDENCE AVENUE LLC 2701 FLATBUSH AVENUE SUITE 22 US BROOKLYN NY 11234"",""BON SECOURS NEW YORK HOUSING DEVELOPMENT FUND CORP 2975 INDEPENDENCE AVENUE  US BRONX NY 10463"",""HP 2995 INDEPENDENCE AVENUE HDFC 242 WEST 36TH STREET 3RD FLOOR US NEW YORK NY 10018"",""SCHERVIER APARTMENTS LLC 2975 INDEPENDENCE AVENUE  US BRONX NY 10463""}","{""RED MORTGAGE CAPITAL LLC TWO MIRANOVA PLACE  US COLUMBUS OH 43215"",""US DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT TWO MIRANOVA PLACE  US COLUMBUS OH 43215""}"
2,"2018030400014016","MTGE",17700352,"2018-02-23 00:00:00","2018-03-08 00:00:00","{""1734 TOWNSEND AVENUE , BRONX"",""1735 TOWNSEND AVENUE , BRONX"",""1789 DAVIDSON AVENUE , BRONX"",""1800 DAVIDSON AVENUE , BRONX"",""1815 DAVIDSON AVENUE , BRONX"",""1821 DAVIDSON AVENUE , BRONX"",""1822 DAVIDSON AVENUE , BRONX"",""1985 CRESTON AVENUE , BRONX"",""1995 CRESTON AVENUE , BRONX"",""2038 MORRIS AVENUE , BRONX"",""2042 MORRIS AVENUE , BRONX"",""2474 MARION AVENUE , BRONX"",""264 ECHO PLACE , BRONX""}","{""MOUNT HOPE PRESERVATION APARTMENTS 1A HDFC, INC. C/O MOUNT HOPE HOUSING COMPANY, INC. 2003 WALTON AVENUE US BRONX NY 10453"",""MOUNT HOPE PRESERVATION APARTMENTS LLC C/O NOTIAS DEVELOPMENT LLC 29-10 120TH STREET US FLUSHING NY 11354""}","{""NEW YORK CITY HOUSING DEVELOPMENT CORPORATION 110 WILLIAM STREET, 10TH FLOOR  US NEW YORK NY 10038""}"
2,"2018030700955004","AL&R",15600000,"2018-02-28 00:00:00","2018-03-07 00:00:00","{""112 LINCOLN AVENUE , BRONX""}","{""LINCOLN CORNERS, L.L.C. 545 BROADWAY, SUITE 4  US BROOKLYN NY 11206""}","{""CAPITAL ONE, NATIONAL ASSOCIATION 275 BROADHOLLOW ROAD  US MELVILLE NY 11747""}"
2,"2018030700955003","AGMT",15600000,"2018-02-28 00:00:00","2018-03-07 00:00:00","{""112 LINCOLN AVENUE , BRONX""}","{""LINCOLN CORNERS, L.L.C. 545 BROADWAY, SUITE 4  US BROOKLYN NY 11206""}","{""CAPITAL ONE, NATIONAL ASSOCIATION 275 BROADHOLLOW ROAD  US MELVILLE NY 11747""}"
2,"2018030800187005","AGMT",15000000,"2018-03-06 00:00:00","2018-03-08 00:00:00","{""1050 EAST 230 STREET , BRONX""}","{""LACONIA NURSING HOME, INC. 1050 EAST 230TH STREET  US BRONX NY 10466"",""LNH REALTY LLC 1050 EAST 230TH STREET  US BRONX NY 10466""}","{""METROPOLITAN COMMERCIAL BANK 99 PARK AVENUE  US NEW YORK NY 10016""}"
2,"2018030800187006","AL&R",15000000,"2018-03-06 00:00:00","2018-03-08 00:00:00","{""1050 EAST 230 STREET , BRONX""}","{""LACONIA NURSING HOME, INC. 1050 EAST 230TH STREET  US BRONX NY 10466"",""LNH REALTY LLC 1050 EAST 230TH STREET  US BRONX NY 10466""}","{""METROPOLITAN COMMERCIAL BANK 99 PARK AVENUE  US NEW YORK NY 10016""}"
2,"2018032400050003","AGMT",13925000,"2018-03-22 00:00:00","2018-03-26 00:00:00","{""3591 BAINBRIDGE AVENUE , BRONX"",""3595 BAINBRIDGE AVENUE , BRONX""}","{""IVORY BAINBRIDGE LLC 1651 CONEY ISLAND AVE 4TH FLOOR US BROOKLYN NY 11230""}","{""NEW YORK COMMUNITY BANK NYCB PLAZA 102 DUFFY AVE. - 3RD FLOOR US HICKSVILLE NY 11801""}"
2,"2018030400014024","AGMT",13689223.46,"2018-02-23 00:00:00","2018-03-08 00:00:00","{""1734 TOWNSEND AVENUE , BRONX"",""1735 TOWNSEND AVENUE , BRONX"",""1789 DAVIDSON AVENUE , BRONX"",""1800 DAVIDSON AVENUE , BRONX"",""1815 DAVIDSON AVENUE , BRONX"",""1821 DAVIDSON AVENUE , BRONX"",""1822 DAVIDSON AVENUE , BRONX"",""1985 CRESTON AVENUE , BRONX"",""1995 CRESTON AVENUE , BRONX"",""2038 MORRIS AVENUE , BRONX"",""2042 MORRIS AVENUE , BRONX"",""2474 MARION AVENUE , BRONX"",""264 ECHO PLACE , BRONX""}","{""MOUNT HOPE PRESERVATION APARTMENTS 1A HDFC, INC. C/O THE MOUNT HOPE HOUSING COMPANY, INC. 2003-2005 WALTON AVENUE US BRONX NY 10453"",""MOUNT HOPE PRESERVATION APARTMENTS LLC C/O NOTIAS DEVELOPMENT LLC 29-10 120TH STREET US FLUSHING NY 11354""}","{""THE CITY OF NEW YORK DEPARTMENT OF HOUSING PRESERVATION AND DEVELOPMENT 100 GOLD STREET US NEW YORK NY 10038""}"
2,"2018022600766008","MTGE",13405000,"2018-02-22 00:00:00","2018-03-06 00:00:00","{""839-843 TILDEN STREET , BRONX""}","{""AG HABITAT TILDEN STREET LLC 111 JOHN STREET 23RD FLOOR US NEW YORK NY 10038"",""HABITAT FOR HUMANITY ALMAT TILDEN STREET HOUSING DEVELOPMENT FUND CORPORATION 111 JOHN STREET 23RD FLOOR US NEW YORK NY 10038""}","{""JPMORGAN CHASE BANK N.A. 270 PARK AVENUE 45TH FLOOR US NEW YORK NY 10017""}"
2,"2018030800015003","AL&R",12800000,"2018-03-05 00:00:00","2018-03-08 00:00:00","{""6655 BROADWAY , BRONX""}","{""GOLDA RIVKA LLC 720 EAST PALISADES AVENUE, SUITE 105  US ENGLEWOOD CLIFFS NJ 07632""}","{""SIGNATURE BANK 565 FIFTH AVENUE, 12TH FLOOR  US NEW YORK NY 10017""}"
2,"2018030800015002","M&CON",12800000,"2018-03-05 00:00:00","2018-03-08 00:00:00","{""6655 BROADWAY , BRONX""}","{""GOLDA RIVKA LLC 720 EAST PALISADES AVENUE, SUITE 105  US ENGLEWOOD CLIFFS NJ 07632""}","{""SIGNATURE BANK 565 FIFTH AVENUE, 12TH FLOOR  US NEW YORK NY 10017""}"
2,"2018030800012003","AL&R",12300000,"2018-03-05 00:00:00","2018-03-08 00:00:00","{""210 WEST 251 STREET , BRONX""}","{""GOLDA RIVKA 2 LLC 720 EAST PALISADES AVENUE, SUITE 105  US ENGLEWOOD CLIFFS NJ 07632""}","{""SIGNATURE BANK 565 FIFTH AVENUE, 12TH FLOOR  US NEW YORK NY 10017""}"
2,"2018030800012002","M&CON",12300000,"2018-03-05 00:00:00","2018-03-08 00:00:00","{""210 WEST 251 STREET , BRONX""}","{""GOLDA RIVKA 2 LLC 720 EAST PALISADES AVENUE, SUITE 105  US ENGLEWOOD CLIFFS NJ 07632""}","{""SIGNATURE BANK 565 FIFTH AVENUE, 12TH FLOOR  US NEW YORK NY 10017""}"
2,"2018022800178002","AL&R",11000000,"2018-02-22 00:00:00","2018-03-02 00:00:00","{""1314 NELSON AVENUE , BRONX""}","{""NELSON AVENUE ASSOCIATES, L.P. C/O ATLANTIC DEVELOPMENT GROUP, LLC 183 MADISON AVENUE, SUITE 1601 US NEW YORK NY 10016""}","{""SIGNATURE BANK 68 SOUTH SERVICE ROAD  US MELVILLE NY 11747""}"
2,"2018022800178001","MTGE",11000000,"2018-02-22 00:00:00","2018-03-02 00:00:00","{""1314 NELSON AVENUE , BRONX""}","{""NELSON AVENUE ASSOCIATES, L.P. C/O ATLANTIC DEVELOPMENT GROUP, LLC 183 MADISON AVENUE, SUITE 1601 US NEW YORK NY 10016""}","{""SIGNATURE BANK 68 SOUTH SERVICE ROAD  US MELVILLE NY 11747""}"
2,"2018010801258001","AGMT",10658806.84,"2018-01-12 00:00:00","2018-03-05 00:00:00","{""1505 TOWNSEND AVENUE , BRONX"",""1565 TOWNSEND AVENUE , BRONX"",""1605 TOWNSEND AVENUE , BRONX""}","{""TOWNSEND REALTY ESTATES, LLC 1274 49TH STREET, SUITE 175  US BROOKLYN NY 11219""}","{""SIGNATURE BANK 565 5TH AVENUE, 12TH FLOOR  US NEW YORK NY 10017""}"
2,"2018010801276001","AGMT",10365518.12,"2018-01-12 00:00:00","2018-03-05 00:00:00","{""2002 ELLIS AVENUE , BRONX"",""2028 CROSS BRONX EXPWY , BRONX""}","{""PARKCHESTER APARTMENTS LLC 1274 49TH STREET, SUITE 175  US BROOKLYN NY 11219""}","{""SIGNATURE BANK 565 5TH AVENUE, 12TH FLOOR  US NEW YORK NY 10017""}"
2,"2018030501409002","AL&R",10000000,"2018-02-27 00:00:00","2018-03-07 00:00:00","{""1370 JEROME AVENUE , BRONX""}","{""1370 JEROME AVENUE LLC 1407 BROADWAY 47ST FLOOR US NEW YORK NY 10018""}","{""SIGNATURE BANK 68 SOUTH SERVICE ROAD  US MELVILLE NY 11747""}"
2,"2018030501409001","MTGE",10000000,"2018-02-27 00:00:00","2018-03-07 00:00:00","{""1370 JEROME AVENUE , BRONX""}","{""1370 JEROME AVENUE LLC 1407 BROADWAY 47ST FLOOR US NEW YORK NY 10018""}","{""SIGNATURE BANK 68 SOUTH SERVICE ROAD  US MELVILLE NY 11747""}"
2,"2018030100832004","AL&R",10000000,"2018-02-14 00:00:00","2018-03-27 00:00:00","{""3-16 BEACH 73 STREET , QUEENS"",""3800 BOSTON ROAD , BRONX"",""72-10 BEACH CHANNEL DRIVE , QUEENS""}","{""4 DDDD CORP C/O GASETERIA OIL CORP 275 MADISON AVE US NEW YORK NY 10016"",""FABRIZIO REALTY CORP C/O GASETERIA OIL CORP 275 MADISON AVE US NEW YORK NY 10016"",""PALMANA REALTY CORP C/O GASETERIA OIL CORP 275 MADISON AVE US NEW YORK NY 10016""}","{""VALLEY NATIONAL BANK TWO JERICHO PLAZA WING C US JERICHO NY 11753""}"
2,"2018030100832003","AGMT",10000000,"2018-02-14 00:00:00","2018-03-27 00:00:00","{""3-16 BEACH 73 STREET , QUEENS"",""3800 BOSTON ROAD , BRONX"",""72-10 BEACH CHANNEL DRIVE , QUEENS""}","{""4 DDDD CORP C/O GASETERIA OIL CORP 275 MADISON AVE US NEW YORK NY 10016"",""FABRIZIO REALTY CORP C/O GASETERIA OIL CORP 275 MADISON AVE US NEW YORK NY 10016"",""PALMANA REALTY CORP C/O GASETERIA OIL CORP 275 MADISON AVE US NEW YORK NY 10016""}","{""VALLEY NATIONAL BANK TWO JERICHO PLAZA WING C US JERICHO NY 11753""}"
2,"2018030200359004","MTGE",9435000,"2018-02-23 00:00:00","2018-03-06 00:00:00","{""1314 SENECA AVENUE COMM1, BRONX"",""1314 SENECA AVENUE COMM2, BRONX"",""1314 SENECA AVENUE R3, BRONX""}","{""1314 SENECA HOUSING HOUSING DEVELOPMENT FUND CORPORATION 247 WEST 37TH STREET, 4TH FLOOR US NEW YORK NY 10018"",""1314 SENECA LLC 28 EAST 28TH STREET, 9TH FLOOR  US NEW YORK NY 10018""}","{""NEW YORK COMMUNITY BANK 102 DUFFY AVENUE, 3RD FLOOR  US HICKSVILLE NY 11801""}"
2,"2018030200359005","AL&R",9435000,"2018-02-23 00:00:00","2018-03-06 00:00:00","{""1314 SENECA AVENUE COMM1, BRONX"",""1314 SENECA AVENUE COMM2, BRONX"",""1314 SENECA AVENUE R3, BRONX""}","{""1314 SENECA HOUSING HOUSING DEVELOPMENT FUND CORPORATION 247 WEST 37TH STREET, 4TH FLOOR US NEW YORK NY 10018"",""1314 SENECA LLC 28 EAST 28TH STREET, 9TH FLOOR  US NEW YORK NY 10018""}","{""NEW YORK COMMUNITY BANK 102 DUFFY AVENUE, 3RD FLOOR  US HICKSVILLE NY 11801""}"
2,"2018030800187004","MTGE",8705421.32,"2018-03-06 00:00:00","2018-03-08 00:00:00","{""1050 EAST 230 STREET , BRONX""}","{""LACONIA NURSING HOME, INC. 1050 EAST 230TH STREET  US BRONX NY 10466"",""LNH REALTY LLC 1050 EAST 230TH STREET  US BRONX NY 10466""}","{""METROPOLITAN COMMERCIAL BANK 99 PARK AVENUE  US NEW YORK NY 10016""}"
